Elevation_ft_NAVD88,Elevation_ft_NGVD29,Area_acres,Capacity_acrefeet
3616.83,3613.92,98764.2,14085334.21
3616.84,3613.93,98771.58,14086322.61
3616.85,3613.94,98778.96,14087311
3616.86,3613.95,98786.35,14088299.39
3616.87,3613.96,98793.73,14089287.78
3616.88,3613.97,98801.11,14090276.17
3616.89,3613.98,98808.49,14091264.56
3616.9,3613.99,98815.87,14092252.95
3616.91,3614,98823.25,14093241.34
3616.92,3614.01,98830.63,14094229.73
3616.93,3614.02,98838.01,14095218.12
3616.94,3614.03,98845.39,14096206.51
3616.95,3614.04,98852.77,14097194.9
3616.96,3614.05,98860.15,14098183.29
3616.97,3614.06,98867.53,14099171.68
3616.98,3614.07,98874.92,14100160.07
3616.99,3614.08,98882.3,14101148.46
3617,3614.09,98889.68,14102136.85
3617.01,3614.1,98897.06,14103125.24
3617.02,3614.11,98904.44,14104113.63
3617.03,3614.12,98911.82,14105102.02
3617.04,3614.13,98919.2,14106090.41
3617.05,3614.14,98926.58,14107078.8
3617.06,3614.15,98933.96,14108067.19
3617.07,3614.16,98941.34,14109055.58
3617.08,3614.17,98948.72,14110043.97
3617.09,3614.18,98956.1,14111032.36
3617.1,3614.19,98963.49,14112020.75
3617.11,3614.2,98970.87,14113009.14
3617.12,3614.21,98978.25,14113997.53
3617.13,3614.22,98986.14,14114987.03
3617.14,3614.23,98994.82,14115978.28
3617.15,3614.24,99003.5,14116969.52
3617.16,3614.25,99012.18,14117960.77
3617.17,3614.26,99020.86,14118952.01
3617.18,3614.27,99029.55,14119943.26
3617.19,3614.28,99038.23,14120934.5
3617.2,3614.29,99046.91,14121925.74
3617.21,3614.3,99055.59,14122916.99
3617.22,3614.31,99064.28,14123908.23
3617.23,3614.32,99072.96,14124899.48
3617.24,3614.33,99081.64,14125890.72
3617.25,3614.34,99090.32,14126881.97
3617.26,3614.35,99099.01,14127873.21
3617.27,3614.36,99107.69,14128864.46
3617.28,3614.37,99116.37,14129855.7
3617.29,3614.38,99125.05,14130846.95
3617.3,3614.39,99133.73,14131838.19
3617.31,3614.4,99142.42,14132829.44
3617.32,3614.41,99151.1,14133820.68
3617.33,3614.42,99159.78,14134811.93
3617.34,3614.43,99168.46,14135803.17
3617.35,3614.44,99177.15,14136794.42
3617.36,3614.45,99185.83,14137785.66
3617.37,3614.46,99194.51,14138776.91
3617.38,3614.47,99203.19,14139768.15
3617.39,3614.48,99211.87,14140759.39
3617.4,3614.49,99220.56,14141750.64
3617.41,3614.5,99229.24,14142741.88
3617.42,3614.51,99237.92,14143733.13
3617.43,3614.52,99246.6,14144724.37
3617.44,3614.53,99255.29,14145715.62
3617.45,3614.54,99264.37,14146705.81
3617.46,3614.55,99272.09,14147699.58
3617.47,3614.56,99279.82,14148693.35
3617.48,3614.57,99287.54,14149687.12
3617.49,3614.58,99295.27,14150680.89
3617.5,3614.59,99302.99,14151674.66
3617.51,3614.6,99310.72,14152668.42
3617.52,3614.61,99318.44,14153662.19
3617.53,3614.62,99326.17,14154655.96
3617.54,3614.63,99333.89,14155649.73
3617.55,3614.64,99341.62,14156643.5
3617.56,3614.65,99349.35,14157637.27
3617.57,3614.66,99357.07,14158631.04
3617.58,3614.67,99364.8,14159624.81
3617.59,3614.68,99372.52,14160618.58
3617.6,3614.69,99380.25,14161612.35
3617.61,3614.7,99387.97,14162606.12
3617.62,3614.71,99395.7,14163599.89
3617.63,3614.72,99403.42,14164593.66
3617.64,3614.73,99411.15,14165587.43
3617.65,3614.74,99418.87,14166581.2
3617.66,3614.75,99426.6,14167574.97
3617.67,3614.76,99434.32,14168568.74
3617.68,3614.77,99442.05,14169562.51
3617.69,3614.78,99449.77,14170556.28
3617.7,3614.79,99457.5,14171550.05
3617.71,3614.8,99465.22,14172543.82
3617.72,3614.81,99472.95,14173537.59
3617.73,3614.82,99480.67,14174531.36
3617.74,3614.83,99488.4,14175525.13
3617.75,3614.84,99496.12,14176518.9
3617.76,3614.85,99503.85,14177512.67
3617.77,3614.86,99511.57,14178506.44
3617.78,3614.87,99519.33,14179499.37
3617.79,3614.88,99526.91,14180496.82
3617.8,3614.89,99534.49,14181494.28
3617.81,3614.9,99542.06,14182491.73
3617.82,3614.91,99549.64,14183489.19
3617.83,3614.92,99557.22,14184486.64
3617.84,3614.93,99564.79,14185484.1
3617.85,3614.94,99572.37,14186481.55
3617.86,3614.95,99579.95,14187479.01
3617.87,3614.96,99587.53,14188476.46
3617.88,3614.97,99595.1,14189473.92
3617.89,3614.98,99602.68,14190471.38
3617.9,3614.99,99610.26,14191468.83
3617.91,3615,99617.83,14192466.29
3617.92,3615.01,99625.41,14193463.74
3617.93,3615.02,99632.99,14194461.2
3617.94,3615.03,99640.57,14195458.65
3617.95,3615.04,99648.14,14196456.11
3617.96,3615.05,99655.72,14197453.56
3617.97,3615.06,99663.3,14198451.02
3617.98,3615.07,99670.87,14199448.47
3617.99,3615.08,99678.45,14200445.93
3618,3615.09,99686.03,14201443.38
3618.01,3615.1,99693.61,14202440.84
3618.02,3615.11,99701.18,14203438.29
3618.03,3615.12,99708.76,14204435.75
3618.04,3615.13,99716.34,14205433.2
3618.05,3615.14,99723.91,14206430.66
3618.06,3615.15,99731.49,14207428.11
3618.07,3615.16,99739.07,14208425.57
3618.08,3615.17,99746.65,14209423.02
3618.09,3615.18,99754.22,14210420.48
3618.1,3615.19,99761.8,14211417.93
3618.11,3615.2,99769.35,14212415.34
3618.12,3615.21,99777.55,14213414.04
3618.13,3615.22,99785.76,14214412.73
3618.14,3615.23,99793.96,14215411.42
3618.15,3615.24,99802.16,14216410.12
3618.16,3615.25,99810.36,14217408.81
3618.17,3615.26,99818.56,14218407.5
3618.18,3615.27,99826.76,14219406.2
3618.19,3615.28,99834.96,14220404.89
3618.2,3615.29,99843.16,14221403.58
3618.21,3615.3,99851.36,14222402.28
3618.22,3615.31,99859.56,14223400.97
3618.23,3615.32,99867.76,14224399.66
3618.24,3615.33,99875.96,14225398.36
3618.25,3615.34,99884.16,14226397.05
3618.26,3615.35,99892.36,14227395.74
3618.27,3615.36,99900.56,14228394.44
3618.28,3615.37,99908.76,14229393.13
3618.29,3615.38,99916.96,14230391.82
3618.3,3615.39,99925.16,14231390.52
3618.31,3615.4,99933.36,14232389.21
3618.32,3615.41,99941.56,14233387.9
3618.33,3615.42,99949.76,14234386.6
3618.34,3615.43,99957.96,14235385.29
3618.35,3615.44,99966.16,14236383.98
3618.36,3615.45,99974.36,14237382.67
3618.37,3615.46,99982.56,14238381.37
3618.38,3615.47,99990.76,14239380.06
3618.39,3615.48,99998.96,14240378.75
3618.4,3615.49,100007.16,14241377.45
3618.41,3615.5,100015.36,14242376.14
3618.42,3615.51,100023.56,14243374.83
3618.43,3615.52,100031.76,14244373.53
3618.44,3615.53,100039.94,14245372.65
3618.45,3615.54,100048.02,14246374.08
3618.46,3615.55,100056.1,14247375.51
3618.47,3615.56,100064.18,14248376.94
3618.48,3615.57,100072.25,14249378.37
3618.49,3615.58,100080.33,14250379.8
3618.5,3615.59,100088.41,14251381.23
3618.51,3615.6,100096.49,14252382.66
3618.52,3615.61,100104.56,14253384.09
3618.53,3615.62,100112.64,14254385.53
3618.54,3615.63,100120.72,14255386.96
3618.55,3615.64,100128.8,14256388.39
3618.56,3615.65,100136.87,14257389.82
3618.57,3615.66,100144.95,14258391.25
3618.58,3615.67,100153.03,14259392.68
3618.59,3615.68,100161.11,14260394.11
3618.6,3615.69,100169.18,14261395.54
3618.61,3615.7,100177.26,14262396.97
3618.62,3615.71,100185.34,14263398.4
3618.63,3615.72,100193.42,14264399.83
3618.64,3615.73,100201.5,14265401.26
3618.65,3615.74,100209.57,14266402.69
3618.66,3615.75,100217.65,14267404.12
3618.67,3615.76,100225.73,14268405.55
3618.68,3615.77,100233.81,14269406.99
3618.69,3615.78,100241.88,14270408.42
3618.7,3615.79,100249.96,14271409.85
3618.71,3615.8,100258.04,14272411.28
3618.72,3615.81,100266.12,14273412.71
3618.73,3615.82,100274.19,14274414.14
3618.74,3615.83,100282.27,14275415.57
3618.75,3615.84,100290.35,14276417
3618.76,3615.85,100298.43,14277418.43
3618.77,3615.86,100306.24,14278420.76
3618.78,3615.87,100313.55,14279424.77
3618.79,3615.88,100320.86,14280428.78
3618.8,3615.89,100328.17,14281432.79
3618.81,3615.9,100335.48,14282436.79
3618.82,3615.91,100342.79,14283440.8
3618.83,3615.92,100350.1,14284444.81
3618.84,3615.93,100357.41,14285448.82
3618.85,3615.94,100364.72,14286452.83
3618.86,3615.95,100372.03,14287456.84
3618.87,3615.96,100379.34,14288460.85
3618.88,3615.97,100386.65,14289464.86
3618.89,3615.98,100393.96,14290468.86
3618.9,3615.99,100401.27,14291472.87
3618.91,3616,100408.58,14292476.88
3618.92,3616.01,100415.89,14293480.89
3618.93,3616.02,100423.2,14294484.9
3618.94,3616.03,100430.51,14295488.91
3618.95,3616.04,100437.82,14296492.92
3618.96,3616.05,100445.13,14297496.93
3618.97,3616.06,100452.44,14298500.93
3618.98,3616.07,100459.76,14299504.94
3618.99,3616.08,100467.07,14300508.95
3619,3616.09,100474.38,14301512.96
3619.01,3616.1,100481.69,14302516.97
3619.02,3616.11,100489,14303520.98
3619.03,3616.12,100496.31,14304524.99
3619.04,3616.13,100503.62,14305529
3619.05,3616.14,100510.93,14306533
3619.06,3616.15,100518.24,14307537.01
3619.07,3616.16,100525.55,14308541.02
3619.08,3616.17,100532.86,14309545.03
3619.09,3616.18,100539.28,14310547.72
3619.1,3616.19,100548.52,14311554.59
3619.11,3616.2,100557.76,14312561.46
3619.12,3616.21,100567,14313568.33
3619.13,3616.22,100576.24,14314575.19
3619.14,3616.23,100585.48,14315582.06
3619.15,3616.24,100594.71,14316588.93
3619.16,3616.25,100603.95,14317595.8
3619.17,3616.26,100613.19,14318602.66
3619.18,3616.27,100622.43,14319609.53
3619.19,3616.28,100631.67,14320616.4
3619.2,3616.29,100640.91,14321623.27
3619.21,3616.3,100650.15,14322630.13
3619.22,3616.31,100659.39,14323637
3619.23,3616.32,100668.63,14324643.87
3619.24,3616.33,100677.87,14325650.74
3619.25,3616.34,100687.1,14326657.6
3619.26,3616.35,100696.34,14327664.47
3619.27,3616.36,100705.58,14328671.34
3619.28,3616.37,100714.82,14329678.21
3619.29,3616.38,100724.06,14330685.07
3619.3,3616.39,100733.3,14331691.94
3619.31,3616.4,100742.54,14332698.81
3619.32,3616.41,100751.78,14333705.68
3619.33,3616.42,100761.02,14334712.54
3619.34,3616.43,100770.25,14335719.41
3619.35,3616.44,100779.49,14336726.28
3619.36,3616.45,100788.73,14337733.14
3619.37,3616.46,100797.97,14338740.01
3619.38,3616.47,100807.21,14339746.88
3619.39,3616.48,100816.45,14340753.75
3619.4,3616.49,100825.69,14341760.61
3619.41,3616.5,100834.93,14342767.48
3619.42,3616.51,100844.4,14343773.25
3619.43,3616.52,100852.77,14344784.22
3619.44,3616.53,100861.15,14345795.19
3619.45,3616.54,100869.53,14346806.16
3619.46,3616.55,100877.9,14347817.13
3619.47,3616.56,100886.28,14348828.1
3619.48,3616.57,100894.65,14349839.07
3619.49,3616.58,100903.03,14350850.05
3619.5,3616.59,100911.4,14351861.02
3619.51,3616.6,100919.78,14352871.99
3619.52,3616.61,100928.16,14353882.96
3619.53,3616.62,100936.53,14354893.93
3619.54,3616.63,100944.91,14355904.9
3619.55,3616.64,100953.28,14356915.87
3619.56,3616.65,100961.66,14357926.84
3619.57,3616.66,100970.04,14358937.82
3619.58,3616.67,100978.41,14359948.79
3619.59,3616.68,100986.79,14360959.76
3619.6,3616.69,100995.16,14361970.73
3619.61,3616.7,101003.54,14362981.7
3619.62,3616.71,101011.91,14363992.67
3619.63,3616.72,101020.29,14365003.64
3619.64,3616.73,101028.67,14366014.61
3619.65,3616.74,101037.04,14367025.58
3619.66,3616.75,101045.42,14368036.56
3619.67,3616.76,101053.79,14369047.53
3619.68,3616.77,101062.17,14370058.5
3619.69,3616.78,101070.55,14371069.47
3619.7,3616.79,101078.92,14372080.44
3619.71,3616.8,101087.3,14373091.41
3619.72,3616.81,101095.67,14374102.38
3619.73,3616.82,101104.05,14375113.35
3619.74,3616.83,101112.42,14376124.33
3619.75,3616.84,101120.81,14377135.18
3619.76,3616.85,101129.02,14378147.61
3619.77,3616.86,101137.23,14379160.04
3619.78,3616.87,101145.43,14380172.47
3619.79,3616.88,101153.64,14381184.9
3619.8,3616.89,101161.84,14382197.33
3619.81,3616.9,101170.05,14383209.76
3619.82,3616.91,101178.25,14384222.19
3619.83,3616.92,101186.46,14385234.62
3619.84,3616.93,101194.67,14386247.05
3619.85,3616.94,101202.87,14387259.48
3619.86,3616.95,101211.08,14388271.91
3619.87,3616.96,101219.28,14389284.34
3619.88,3616.97,101227.49,14390296.77
3619.89,3616.98,101235.7,14391309.2
3619.9,3616.99,101243.9,14392321.63
3619.91,3617,101252.11,14393334.06
3619.92,3617.01,101260.31,14394346.49
3619.93,3617.02,101268.52,14395358.92
3619.94,3617.03,101276.73,14396371.35
3619.95,3617.04,101284.93,14397383.78
3619.96,3617.05,101293.14,14398396.21
3619.97,3617.06,101301.34,14399408.64
3619.98,3617.07,101309.55,14400421.07
3619.99,3617.08,101317.75,14401433.5
3620,3617.09,101325.96,14402445.93
3620.01,3617.1,101334.17,14403458.36
3620.02,3617.11,101342.37,14404470.79
3620.03,3617.12,101350.58,14405483.22
3620.04,3617.13,101358.78,14406495.65
3620.05,3617.14,101366.99,14407508.08
3620.06,3617.15,101375.2,14408520.51
3620.07,3617.16,101383.4,14409532.94
3620.08,3617.17,101391.66,14410545.67
3620.09,3617.18,101400.33,14411560.74
3620.1,3617.19,101409,14412575.8
3620.11,3617.2,101417.67,14413590.87
3620.12,3617.21,101426.34,14414605.93
3620.13,3617.22,101435.01,14415620.99
3620.14,3617.23,101443.68,14416636.06
3620.15,3617.24,101452.35,14417651.12
3620.16,3617.25,101461.02,14418666.19
3620.17,3617.26,101469.69,14419681.25
3620.18,3617.27,101478.36,14420696.31
3620.19,3617.28,101487.03,14421711.38
3620.2,3617.29,101495.7,14422726.44
3620.21,3617.3,101504.37,14423741.51
3620.22,3617.31,101513.04,14424756.57
3620.23,3617.32,101521.71,14425771.63
3620.24,3617.33,101530.38,14426786.7
3620.25,3617.34,101539.05,14427801.76
3620.26,3617.35,101547.72,14428816.83
3620.27,3617.36,101556.39,14429831.89
3620.28,3617.37,101565.06,14430846.95
3620.29,3617.38,101573.73,14431862.02
3620.3,3617.39,101582.4,14432877.08
3620.31,3617.4,101591.07,14433892.15
3620.32,3617.41,101599.74,14434907.21
3620.33,3617.42,101608.41,14435922.27
3620.34,3617.43,101617.07,14436937.34
3620.35,3617.44,101625.74,14437952.4
3620.36,3617.45,101634.41,14438967.47
3620.37,3617.46,101643.08,14439982.53
3620.38,3617.47,101651.75,14440997.59
3620.39,3617.48,101660.42,14442012.66
3620.4,3617.49,101669.09,14443027.72
3620.41,3617.5,101677.54,14444043.63
3620.42,3617.51,101685.49,14445061.46
3620.43,3617.52,101693.43,14446079.3
3620.44,3617.53,101701.38,14447097.13
3620.45,3617.54,101709.33,14448114.96
3620.46,3617.55,101717.27,14449132.79
3620.47,3617.56,101725.22,14450150.62
3620.48,3617.57,101733.16,14451168.45
3620.49,3617.58,101741.11,14452186.28
3620.5,3617.59,101749.06,14453204.12
3620.51,3617.6,101757,14454221.95
3620.52,3617.61,101764.95,14455239.78
3620.53,3617.62,101772.89,14456257.61
3620.54,3617.63,101780.84,14457275.44
3620.55,3617.64,101788.79,14458293.27
3620.56,3617.65,101796.73,14459311.1
3620.57,3617.66,101804.68,14460328.93
3620.58,3617.67,101812.63,14461346.77
3620.59,3617.68,101820.57,14462364.6
3620.6,3617.69,101828.52,14463382.43
3620.61,3617.7,101836.46,14464400.26
3620.62,3617.71,101844.41,14465418.09
3620.63,3617.72,101852.36,14466435.92
3620.64,3617.73,101860.3,14467453.75
3620.65,3617.74,101868.25,14468471.58
3620.66,3617.75,101876.19,14469489.42
3620.67,3617.76,101884.14,14470507.25
3620.68,3617.77,101892.09,14471525.08
3620.69,3617.78,101900.03,14472542.91
3620.7,3617.79,101907.98,14473560.74
3620.71,3617.8,101915.92,14474578.57
3620.72,3617.81,101923.87,14475596.4
3620.73,3617.82,101931.82,14476614.24
3620.74,3617.83,101940.13,14477633.46
3620.75,3617.84,101948.8,14478654.09
3620.76,3617.85,101957.48,14479674.73
3620.77,3617.86,101966.16,14480695.36
3620.78,3617.87,101974.84,14481716
3620.79,3617.88,101983.51,14482736.63
3620.8,3617.89,101992.19,14483757.26
3620.81,3617.9,102000.87,14484777.9
3620.82,3617.91,102009.54,14485798.53
3620.83,3617.92,102018.22,14486819.16
3620.84,3617.93,102026.9,14487839.8
3620.85,3617.94,102035.58,14488860.43
3620.86,3617.95,102044.25,14489881.06
3620.87,3617.96,102052.93,14490901.7
3620.88,3617.97,102061.61,14491922.33
3620.89,3617.98,102070.29,14492942.96
3620.9,3617.99,102078.96,14493963.6
3620.91,3618,102087.64,14494984.23
3620.92,3618.01,102096.32,14496004.87
3620.93,3618.02,102105,14497025.5
3620.94,3618.03,102113.67,14498046.13
3620.95,3618.04,102122.35,14499066.77
3620.96,3618.05,102131.03,14500087.4
3620.97,3618.06,102139.71,14501108.03
3620.98,3618.07,102148.38,14502128.67
3620.99,3618.08,102157.06,14503149.3
3621,3618.09,102165.74,14504169.93
3621.01,3618.1,102174.41,14505190.57
3621.02,3618.11,102183.09,14506211.2
3621.03,3618.12,102191.77,14507231.83
3621.04,3618.13,102200.45,14508252.47
3621.05,3618.14,102209.12,14509273.1
3621.06,3618.15,102218.07,14510292.53
3621.07,3618.16,102225.88,14511317.05
3621.08,3618.17,102233.68,14512341.56
3621.09,3618.18,102241.48,14513366.08
3621.1,3618.19,102249.28,14514390.6
3621.11,3618.2,102257.09,14515415.11
3621.12,3618.21,102264.89,14516439.63
3621.13,3618.22,102272.69,14517464.15
3621.14,3618.23,102280.5,14518488.67
3621.15,3618.24,102288.3,14519513.18
3621.16,3618.25,102296.1,14520537.7
3621.17,3618.26,102303.9,14521562.22
3621.18,3618.27,102311.71,14522586.73
3621.19,3618.28,102319.51,14523611.25
3621.2,3618.29,102327.31,14524635.77
3621.21,3618.3,102335.12,14525660.29
3621.22,3618.31,102342.92,14526684.8
3621.23,3618.32,102350.72,14527709.32
3621.24,3618.33,102358.52,14528733.84
3621.25,3618.34,102366.33,14529758.35
3621.26,3618.35,102374.13,14530782.87
3621.27,3618.36,102381.93,14531807.39
3621.28,3618.37,102389.74,14532831.91
3621.29,3618.38,102397.54,14533856.42
3621.3,3618.39,102405.34,14534880.94
3621.31,3618.4,102413.14,14535905.46
3621.32,3618.41,102420.95,14536929.97
3621.33,3618.42,102428.75,14537954.49
3621.34,3618.43,102436.55,14538979.01
3621.35,3618.44,102444.36,14540003.53
3621.36,3618.45,102452.16,14541028.04
3621.37,3618.46,102459.96,14542052.56
3621.38,3618.47,102467.76,14543077.08
3621.39,3618.48,102475.57,14544101.44
3621.4,3618.49,102483.37,14545127.24
3621.41,3618.5,102491.18,14546153.05
3621.42,3618.51,102498.99,14547178.85
3621.43,3618.52,102506.8,14548204.65
3621.44,3618.53,102514.61,14549230.46
3621.45,3618.54,102522.42,14550256.26
3621.46,3618.55,102530.22,14551282.06
3621.47,3618.56,102538.03,14552307.87
3621.48,3618.57,102545.84,14553333.67
3621.49,3618.58,102553.65,14554359.47
3621.5,3618.59,102561.46,14555385.28
3621.51,3618.6,102569.26,14556411.08
3621.52,3618.61,102577.07,14557436.88
3621.53,3618.62,102584.88,14558462.68
3621.54,3618.63,102592.69,14559488.49
3621.55,3618.64,102600.5,14560514.29
3621.56,3618.65,102608.3,14561540.09
3621.57,3618.66,102616.11,14562565.9
3621.58,3618.67,102623.92,14563591.7
3621.59,3618.68,102631.73,14564617.5
3621.6,3618.69,102639.54,14565643.31
3621.61,3618.7,102647.35,14566669.11
3621.62,3618.71,102655.15,14567694.91
3621.63,3618.72,102662.96,14568720.72
3621.64,3618.73,102670.77,14569746.52
3621.65,3618.74,102678.58,14570772.32
3621.66,3618.75,102686.39,14571798.13
3621.67,3618.76,102694.19,14572823.93
3621.68,3618.77,102702,14573849.73
3621.69,3618.78,102709.81,14574875.54
3621.7,3618.79,102717.62,14575901.34
3621.71,3618.8,102725.43,14576927.14
3621.72,3618.81,102733.33,14577953.16
3621.73,3618.82,102742.43,14578981.92
3621.74,3618.83,102751.53,14580010.69
3621.75,3618.84,102760.62,14581039.46
3621.76,3618.85,102769.72,14582068.22
3621.77,3618.86,102778.82,14583096.99
3621.78,3618.87,102787.92,14584125.75
3621.79,3618.88,102797.02,14585154.52
3621.8,3618.89,102806.12,14586183.28
3621.81,3618.9,102815.21,14587212.05
3621.82,3618.91,102824.31,14588240.82
3621.83,3618.92,102833.41,14589269.58
3621.84,3618.93,102842.51,14590298.35
3621.85,3618.94,102851.61,14591327.11
3621.86,3618.95,102860.71,14592355.88
3621.87,3618.96,102869.8,14593384.64
3621.88,3618.97,102878.9,14594413.41
3621.89,3618.98,102888,14595442.17
3621.9,3618.99,102897.1,14596470.94
3621.91,3619,102906.2,14597499.71
3621.92,3619.01,102915.3,14598528.47
3621.93,3619.02,102924.39,14599557.24
3621.94,3619.03,102933.49,14600586
3621.95,3619.04,102942.59,14601614.77
3621.96,3619.05,102951.69,14602643.53
3621.97,3619.06,102960.79,14603672.3
3621.98,3619.07,102969.89,14604701.07
3621.99,3619.08,102978.98,14605729.83
3622,3619.09,102988.08,14606758.6
3622.01,3619.1,102997.18,14607787.36
3622.02,3619.11,103006.28,14608816.13
3622.03,3619.12,103015.38,14609844.89
3622.04,3619.13,103024.48,14610873.66
3622.05,3619.14,103033.18,14611903.1
3622.06,3619.15,103040.8,14612934.42
3622.07,3619.16,103048.42,14613965.74
3622.08,3619.17,103056.03,14614997.06
3622.09,3619.18,103063.65,14616028.38
3622.1,3619.19,103071.27,14617059.71
3622.11,3619.2,103078.88,14618091.03
3622.12,3619.21,103086.5,14619122.35
3622.13,3619.22,103094.12,14620153.67
3622.14,3619.23,103101.73,14621184.99
3622.15,3619.24,103109.35,14622216.31
3622.16,3619.25,103116.97,14623247.63
3622.17,3619.26,103124.59,14624278.96
3622.18,3619.27,103132.2,14625310.28
3622.19,3619.28,103139.82,14626341.6
3622.2,3619.29,103147.44,14627372.92
3622.21,3619.3,103155.05,14628404.24
3622.22,3619.31,103162.67,14629435.56
3622.23,3619.32,103170.29,14630466.88
3622.24,3619.33,103177.9,14631498.21
3622.25,3619.34,103185.52,14632529.53
3622.26,3619.35,103193.14,14633560.85
3622.27,3619.36,103200.75,14634592.17
3622.28,3619.37,103208.37,14635623.49
3622.29,3619.38,103215.99,14636654.81
3622.3,3619.39,103223.6,14637686.13
3622.31,3619.4,103231.22,14638717.46
3622.32,3619.41,103238.84,14639748.78
3622.33,3619.42,103246.45,14640780.1
3622.34,3619.43,103254.07,14641811.42
3622.35,3619.44,103261.69,14642842.74
3622.36,3619.45,103269.3,14643874.06
3622.37,3619.46,103276.92,14644905.38
3622.38,3619.47,103284.36,14645937.82
3622.39,3619.48,103291.59,14646971.58
3622.4,3619.49,103298.83,14648005.34
3622.41,3619.5,103306.06,14649039.1
3622.42,3619.51,103313.29,14650072.86
3622.43,3619.52,103320.52,14651106.62
3622.44,3619.53,103327.76,14652140.38
3622.45,3619.54,103334.99,14653174.14
3622.46,3619.55,103342.22,14654207.9
3622.47,3619.56,103349.45,14655241.66
3622.48,3619.57,103356.69,14656275.42
3622.49,3619.58,103363.92,14657309.18
3622.5,3619.59,103371.15,14658342.94
3622.51,3619.6,103378.38,14659376.7
3622.52,3619.61,103385.62,14660410.46
3622.53,3619.62,103392.85,14661444.22
3622.54,3619.63,103400.08,14662477.98
3622.55,3619.64,103407.31,14663511.74
3622.56,3619.65,103414.54,14664545.51
3622.57,3619.66,103421.78,14665579.27
3622.58,3619.67,103429.01,14666613.03
3622.59,3619.68,103436.24,14667646.79
3622.6,3619.69,103443.47,14668680.55
3622.61,3619.7,103450.71,14669714.31
3622.62,3619.71,103457.94,14670748.07
3622.63,3619.72,103465.17,14671781.83
3622.64,3619.73,103472.4,14672815.59
3622.65,3619.74,103479.64,14673849.35
3622.66,3619.75,103486.87,14674883.11
3622.67,3619.76,103494.1,14675916.87
3622.68,3619.77,103501.33,14676950.63
3622.69,3619.78,103508.56,14677984.39
3622.7,3619.79,103515.83,14679016.88
3622.71,3619.8,103522.97,14680054.25
3622.72,3619.81,103530.11,14681091.63
3622.73,3619.82,103537.25,14682129.01
3622.74,3619.83,103544.39,14683166.39
3622.75,3619.84,103551.53,14684203.77
3622.76,3619.85,103558.67,14685241.15
3622.77,3619.86,103565.81,14686278.53
3622.78,3619.87,103572.95,14687315.9
3622.79,3619.88,103580.09,14688353.28
3622.8,3619.89,103587.23,14689390.66
3622.81,3619.9,103594.37,14690428.04
3622.82,3619.91,103601.51,14691465.42
3622.83,3619.92,103608.66,14692502.8
3622.84,3619.93,103615.8,14693540.18
3622.85,3619.94,103622.94,14694577.56
3622.86,3619.95,103630.08,14695614.93
3622.87,3619.96,103637.22,14696652.31
3622.88,3619.97,103644.36,14697689.69
3622.89,3619.98,103651.5,14698727.07
3622.9,3619.99,103658.64,14699764.45
3622.91,3620,103665.78,14700801.83
3622.92,3620.01,103672.92,14701839.21
3622.93,3620.02,103680.06,14702876.58
3622.94,3620.03,103687.2,14703913.96
3622.95,3620.04,103694.34,14704951.34
3622.96,3620.05,103701.48,14705988.72
3622.97,3620.06,103708.62,14707026.1
3622.98,3620.07,103715.76,14708063.48
3622.99,3620.08,103722.9,14709100.86
3623,3620.09,103730.04,14710138.23
3623.01,3620.1,103737.18,14711175.61
3623.02,3620.11,103744.32,14712212.99
3623.03,3620.12,103751.34,14713250.16
3623.04,3620.13,103759.27,14714288.85
3623.05,3620.14,103767.21,14715327.55
3623.06,3620.15,103775.15,14716366.25
3623.07,3620.16,103783.09,14717404.94
3623.08,3620.17,103791.03,14718443.64
3623.09,3620.18,103798.97,14719482.34
3623.1,3620.19,103806.91,14720521.03
3623.11,3620.2,103814.85,14721559.73
3623.12,3620.21,103822.78,14722598.43
3623.13,3620.22,103830.72,14723637.12
3623.14,3620.23,103838.66,14724675.82
3623.15,3620.24,103846.6,14725714.52
3623.16,3620.25,103854.54,14726753.21
3623.17,3620.26,103862.48,14727791.91
3623.18,3620.27,103870.42,14728830.61
3623.19,3620.28,103878.36,14729869.3
3623.2,3620.29,103886.29,14730908
3623.21,3620.3,103894.23,14731946.7
3623.22,3620.31,103902.17,14732985.39
3623.23,3620.32,103910.11,14734024.09
3623.24,3620.33,103918.05,14735062.79
3623.25,3620.34,103925.99,14736101.48
3623.26,3620.35,103933.93,14737140.18
3623.27,3620.36,103941.86,14738178.88
3623.28,3620.37,103949.8,14739217.57
3623.29,3620.38,103957.74,14740256.27
3623.3,3620.39,103965.68,14741294.96
3623.31,3620.4,103973.62,14742333.66
3623.32,3620.41,103981.56,14743372.36
3623.33,3620.42,103989.5,14744411.05
3623.34,3620.43,103997.44,14745449.75
3623.35,3620.44,104005.37,14746488.45
3623.36,3620.45,104013.3,14747527.22
3623.37,3620.46,104020.63,14748568.33
3623.38,3620.47,104027.97,14749609.44
3623.39,3620.48,104035.31,14750650.55
3623.4,3620.49,104042.65,14751691.66
3623.41,3620.5,104049.99,14752732.77
3623.42,3620.51,104057.33,14753773.89
3623.43,3620.52,104064.67,14754815
3623.44,3620.53,104072.01,14755856.11
3623.45,3620.54,104079.35,14756897.22
3623.46,3620.55,104086.69,14757938.33
3623.47,3620.56,104094.03,14758979.44
3623.48,3620.57,104101.37,14760020.55
3623.49,3620.58,104108.71,14761061.67
